STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
SIKOZY,0.85,0.85,0.85,0.85,0.84
INDOAMIN,126.5,126,129.95,123.45,128.25
NATCAPSUQ,139.9,131.65,140.85,131.65,139.9
WELCURE,2.1,2.1,2.1,2.1,2.06
BIBCL,46.25,46.25,46.25,46.25,45.35
SOTL,1040.15,1050,1050,1035.35,1045.8
HESTERBIO,2223.8,2299,2299.5,2220.35,2259.3
KABSON,10.75,10.96,10.96,10.75,10.96
BASANTGL,6.73,6.91,6.91,6.6,6.73
SANDUPHQ,46.5,47,47,45.05,47
NACLIND,37.6,38.3,38.3,37.45,37.7
VISTAPH,13.34,11.67,14,11.67,12.96
SUNPHARMA,654.7,649.2,666.5,640.45,644.6
TITANBIO,321.35,281.55,321.95,281.55,292.7
BIJHANS,21.05,#N/A,#N/A,#N/A,21.05
SDL,14.95,15.29,15.4,14.95,14
JENBURPH,441.35,448.5,448.5,437.1,441.95
HIKAL,265.4,256.25,272,253,256.25
CAPPL,492.5,501,504.15,491.8,498.85
FISCHER,24.25,24.25,24.25,24.25,25.5
LINKPH,32.35,32,33.5,31.8,35.3
DECIPHER,31.5,33.15,33.15,30.65,31.95
EMMESSA,19.11,20.11,20.11,19.11,20.11
NGLFINE,1589.95,1575.1,1610,1525.05,1583.7
EVERESTO,346,345,359,336,343.85
AUROPHARMA,979.65,970,988.9,964.1,966.9
PHYTO,19.8,20.6,20.6,19.8,20.65
NATCOPHARM,896.65,883.55,912,883.55,890.65
DYNAMIND,63.7,55.5,65.4,55,54.5
PANAMAPET,177.7,175,184.1,172.25,178.35
BALPHARMA,106.45,116.6,118.7,104.15,114.3
BDH,94.5,99,99.5,94.5,97.15
JAUSPOL,4.35,#N/A,#N/A,#N/A,4.35
GLOBUSCON,6.8,6.8,6.8,6.8,6.8
CUBEXTUB,28.55,28,29,28,28.95
POLYCHMP,31,30.05,31,29.8,31.95
GALXBRG,194,186.35,204.75,186.3,195
SCAGRO,2.15,#N/A,#N/A,#N/A,2.15
RALEGRA,11.45,#N/A,#N/A,#N/A,11.45
UNRYLMA,8.45,#N/A,#N/A,#N/A,8.45
KARANWO,1.64,#N/A,#N/A,#N/A,1.64
SHERVANI,230,231.3,231.35,222,232
ARHNTTO,16.65,#N/A,#N/A,#N/A,16.65
SUPERTEX,5.36,5.36,5.36,5.36,5.38
SHETR,22,21.3,22,21.3,21.55
TRABI,4.85,4.96,4.96,4.78,4.87
MPL,4.97,4.97,4.97,4.97,4.74
NIKHILAD,460.35,450,460.35,427.35,438.45
SPENTA,41,44.95,45.35,41,41.7
MULTIBASE,190.1,184,195.7,184,185.55
ANDREWYU,21.55,20.7,21.95,20.65,21.05
LUDLOWJUT,78,78.5,78.5,77.3,79.1
ASHRAM,3.58,3.58,3.6,3.58,3.58
ROYALCU,6.25,6.25,6.25,6.25,6.25
NOGMIND,2.13,#N/A,#N/A,#N/A,2.13
SURJIND,2.14,#N/A,#N/A,#N/A,2.14
HITECHCORP,143.85,150,150,141.25,148.45
BLOOM,8.81,8.81,8.81,8.81,9.27
FILATEX,92.8,85,93.85,81.15,84.1
STDSFAC,29.95,30,30,29.95,30
MERCATOR,0.94,0.94,0.94,0.94,0.9
MORGAN,10.78,10.78,10.78,10.5,10.27
AMRAPLIN,4.5,4.5,4.5,4.5,4.5
PREMEXPLQ,148.5,150,155.2,145,150.95
MIDEASTP,2.68,2.68,2.68,2.68,2.81
MOLDTEK,45.65,46.5,47,45.5,46.6
CRSTCHM,41.3,42,43,41.3,42
MPHASIS,1766,1770,1785.5,1756.55,1770.55
MEDINOV,36.9,36.9,36.9,36.85,35.15
DIVSHKT,47.05,49.5,50,47.05,48
ORIENTLTD,74.95,73.45,79.9,73.4,78.4
SHREYASI,5.55,5.55,5.63,5.55,5.84
PARTIND,1,#N/A,#N/A,#N/A,1
DUROPACK,16.3,#N/A,#N/A,#N/A,16.55
SWARNSAR,11.77,10.53,11.78,10.53,11.16
GANESHHOUC,69.65,69,71,69,70.15
NMDC,155.65,154,158.7,153.35,154
CINDHO,19.5,19.5,19.5,19.5,18.7
PATINTLOG,19.05,20.9,20.9,18.65,19.3
ALPHAGEO,218.9,210.85,232.15,200.2,210.85
RPIL,38.5,38,38.75,37,38.1
KKALPANAIND,27.15,28.5,29,26.95,29
OKPLA,23,23,23.4,22.5,22.95
KRITIIND,71.3,74,77,71.25,74.95
WELTI,2.7,#N/A,#N/A,#N/A,2.7
ASMTEC,104,102,108.7,100.05,104.75
PERFEPA,111,111,111,111,115
VISIONCINE,0.64,0.61,0.64,0.61,0.61
DATASOFT,1.74,#N/A,#N/A,#N/A,1.74
INDRANIB,6.23,6.34,6.34,6.2,6.16
EUROLED,20.9,20.9,20.9,20.9,21.95
WINSOMBR,4.01,4.2,4.2,3.9,4.09
ELEFLOR,2,2,2,2,1.92
SAENTER,12.49,12.49,12.49,12.49,12.74
SKYIND,76,74.05,79,74.05,77.9
PHOENXINTL,12.11,12.15,12.15,12.11,12.37
AARVINFRA,2.25,#N/A,#N/A,#N/A,2.25
RISHIROOP,89.5,85,89.9,83.25,84.45
PROMACT,5.24,#N/A,#N/A,#N/A,5.24
STRGRENWO,9.8,#N/A,#N/A,#N/A,9.8
DOLPHMED,2.54,2.54,2.54,2.54,2.42
SYSTMTXC,177.7,177,177.75,166.25,169.3
ALPINEHOU,14.29,13,14.29,12.8,13.25
SANGHIIND,45.7,46.4,47.6,45.5,42.9
WWALUM,10.91,#N/A,#N/A,#N/A,10.91
SFPIL,5.69,#N/A,#N/A,#N/A,5.69
SCANPGEOM,15.31,14.55,15.8,14.53,15.22
CHOKSILA,10,10.74,10.74,10,10.25
CCHHL,4.61,4.9,5,4.42,4.8
SALGUTI,7.15,7.15,7.15,7.15,7.15
LONTE,10,#N/A,#N/A,#N/A,10
MIDWEST,13.8,13.89,13.89,13.8,13.89
ENTRINT,7.3,7.81,7.81,7.3,7.59
TECHIN,3,3.1,3.1,3,2.96
TPLPLAST,219.5,231.9,231.9,219.5,227.5
WIMPLAST,418.95,416.1,421.75,407.6,419.4
PHOTOQUP,8.4,#N/A,#N/A,#N/A,8.4
LIBERTSHOE,126.65,126.3,132,124.05,126.05
LIPPISYS,8.31,7.93,8.31,7.93,7.92
ELECTHERM,109.95,110.05,114.35,106.1,109.5
BLUEDART,5274.95,5185,5421.95,5151,5328.35
EXPOGAS,7.23,6.82,7.27,6.66,6.94
NATPLAS,27,26.8,27.5,26.5,26.75
MFLINDIA,0.18,0.18,0.19,0.17,0.18
AJWAFUN,6.83,#N/A,#N/A,#N/A,6.83
TEXELIN,37.45,37.45,37.45,37.45,36.75
RAYALEMA,16.4,16.35,16.7,15.62,16
MIRZAINT,45.25,45.4,46.55,45.15,45.7
TFCILTD,57.25,57,57.55,56,56.6
THAKDEV,79,79,79,79,79.9
ARENTERP,12.4,12.4,12.4,12.4,12.4
BIL,196,193.65,198,192,193.65
KAMATHOTEL,29.15,29.15,29.25,27.25,29.05
DALALSTCOM,0.99,#N/A,#N/A,#N/A,0.99
HOTELRUGBY,1.04,1.04,1.14,1.04,1.09
POLOHOT,2.87,2.87,2.87,2.87,2.89
ECOPLAST,74,71.1,74.9,71,74.45
ELEMARB,120.5,120.5,120.5,120.5,115
ADARSHPL,5.8,5.8,5.8,5.8,6
GOPALA,18.62,18.62,18.62,18.62,18.26
NICCOPAR,41.2,40.7,41.2,40.7,41.5
NTCIND,59.7,62.9,62.9,59.5,60.35
SANDESH,653.1,649,669.3,649,663.4
GARNET,19,19,19.2,18.7,18.7
GOLDIAM,358.5,355,366.95,341,362.65
BRIGHTBR,80.8,87.45,87.45,80.6,83.1
CORPOCO,4.32,4.72,4.72,4.31,4.51
SHAWGELTIN,165.95,164.95,168.75,163.3,163.5
PGFOILQ,83.1,80,83.3,79.05,83.4
GRATEXI,11.6,11.6,11.6,11.6,11.6
VELHO,2.84,2.84,2.84,2.84,3.15
HOWARHO,4.46,4.46,4.46,4.46,4.25
VALIANT,68.75,68.7,69,66.05,67.75
DRAGARWQ,370,367.5,370,367.5,363.9
MHSGRMS,2.85,#N/A,#N/A,#N/A,2.85
GREENPLY,201.5,205,207.65,200.3,204.55
UNQTYMI,13.25,13.2,13.25,13.2,13.2
SEAMECLTD,409.55,415,415,409.55,412.45
RAGHUNAT,4.66,4.44,4.66,4.22,4.44
CHEVIOT,735,744.5,749.45,733,744.45
DAICHI,375.35,375,397.9,367,377.1
RAJINFRA,3.93,#N/A,#N/A,#N/A,3.93
SPICEISL,3.55,3.55,3.55,3.55,3.39
CONFIPET,62.15,55.75,63.8,54.95,53.8
SIPL,9.15,#N/A,#N/A,#N/A,9.15
ASHSI,15,14.34,15.77,14,14.34
BANARBEADS,49.75,#N/A,#N/A,#N/A,49.75
AREXMIS,75.05,#N/A,#N/A,#N/A,75.05
BI,53,52.15,54,52,53.6
ISFL,1.62,1.52,1.62,1.52,1.55
RISHILASE,11.38,11.38,11.38,11.38,11.97
JAINCO,2.33,2.29,2.33,2.29,2.29
INTECCAP,13.1,13.1,13.1,13.1,13.75
63MOONS,85.9,88.9,89,84.9,89
SARLAPOLY,25.9,25.45,27,25.25,25.8
INDOCRED,0.37,#N/A,#N/A,#N/A,0.37
MKTCREAT,3.42,#N/A,#N/A,#N/A,3.42
HFIL,10.25,10.54,10.54,10.21,10.5
SONALAD,8.36,#N/A,#N/A,#N/A,8.36
PADMAIND,4.75,4.75,4.75,4.75,4.53
21STCENMGM,12.37,12.37,12.37,12.37,12.13
HRYNSHP,56,55.7,58.4,55.1,55.6
ARUNIS,29.9,27,32.85,27,30
TYROON,46.1,45.25,46.1,45.25,45.25
LAOPALA,217.7,225.1,225.45,217,227.25
STYLAMIND,745.35,721.05,750,721.05,734.25
VENUSREM,312,313,318,312,318.3
WOODSVILA,2.64,#N/A,#N/A,#N/A,2.64
TRANSFIN,21,#N/A,#N/A,#N/A,21
GUJCRAFT,39.95,37.2,40.7,37.2,38.8
HEERAISP,0.94,0.94,0.94,0.94,0.93
DHOOTIN,37.5,39.2,39.2,36,37.6
CRIMSON,8.1,#N/A,#N/A,#N/A,8.1
SHBAJRG,160.5,165,167,158.2,163.75
ASHOKRE,5.36,#N/A,#N/A,#N/A,5.36
URJAGLOBA,6.03,6.15,6.15,5.9,6.06
ASHAPURMIN,156,159,171.8,152.5,158.65
SHREEPAC,11.55,#N/A,#N/A,#N/A,11.55
GUJALKALI,412.8,413.2,421.7,409.65,414.3
INDIACEM,163.2,167,168.6,162.6,166.2
JKTYRE,121.6,119,127.2,115.05,116.85
MANGCHEFER,78.2,77.9,81.8,77,78.3
SIL,17.9,17.2,17.9,17.2,17.95
JUBLPHARMA,798,782.15,807,776,782.15
THEINVEST,107.35,103.9,119,97,104.65
SAMYAKINT,19,18.95,19,18.8,19.1
SANTOSHF,9,#N/A,#N/A,#N/A,9
SREEJAYA,2,#N/A,#N/A,#N/A,2
ACKNIT,103.75,100.15,109.3,100,103.15
TITANSEC,11.03,10.3,11.03,10.1,10.51
MOHOTAIND,6.29,6.93,6.93,6.29,6.62
REALECO,4.26,#N/A,#N/A,#N/A,4.26
HRMNYCP,4.47,#N/A,#N/A,#N/A,4.47
VIVANZA,85.9,85.9,85.9,85.9,90.4
YASHRAJC,2.28,2.28,2.28,2.28,2.4
LORDSHOTL,4.55,#N/A,#N/A,#N/A,4.55
CSLFINANCE,245,231.25,248.95,231.2,241.95
SANGHVIMOV,125,125.4,127.75,122.1,128
SELAN,130.5,124,148.4,119.05,124.2
FRSHTRP*,79.75,77.05,82.2,76.55,77.05
FAZE3Q,76,79.4,80.45,76,77.9
PRADHIN,31,#N/A,#N/A,#N/A,31
ANUPAM,7.82,7.63,7.93,7.5,7.73
RAJPACK,15.4,15.45,15.45,15.4,14.75
PRIVISCL,890.5,879.25,901.8,875.25,882.3
NATRAJPR,38.05,38,38.05,38,36.25
SAMRATPH,262.8,238,262.8,227.1,219
NPRFIN,12.87,12,13.25,11.65,12.51
NILE,351.1,345,363,339,341.85
UDAICEMENT,21.7,22,22,21.65,21.9
AMCOIND,31.95,29.5,32.45,29.5,30.95
OPTIEMUS,132.25,131,136.4,127.15,129.95
KREONFIN,6.46,#N/A,#N/A,#N/A,6.46
GYANDEV,3,#N/A,#N/A,#N/A,3
KISAN,14.25,14.05,14.75,14.05,14.4
VIJAYTX,38.95,39.5,39.5,37.8,39.5
GARODCH,5.32,#N/A,#N/A,#N/A,5.32
KERALAYUR,54.6,57,57,53.9,55.95
MONGIPA,3.3,#N/A,#N/A,#N/A,3.3
MOHITPPR,5.11,5.11,5.11,5.11,5.37
DAULAT,6.11,#N/A,#N/A,#N/A,6.11
OSCARGLO,3.22,#N/A,#N/A,#N/A,3.22
ODYSSEY,51.45,51.45,51.45,51.45,54.15
SPSINT,5,#N/A,#N/A,#N/A,5
RSCINT,4.08,#N/A,#N/A,#N/A,4.08
SURATEX,3.55,3.4,3.7,3.3,3.4
ATHARVENT,1,1,1,1,1
FUNDVISER,5,5.06,5.31,5,5.06
THEMISMED,371,346.1,389.45,346.1,351.3
KALLAM,9.7,9.5,9.75,9.15,9.45
BRAWN,30.85,29.95,30.85,28.9,29.5
FORINTL,9.86,9.86,9.86,9.86,9.87
KINGSINFR,23.5,23,24.6,22.9,23.3
NUTRICIRCLE,62.55,62.5,62.55,62.5,61.35
SUBSM,11.45,10.88,11.45,10.88,11.45
AUROLAB,94.35,98,98.5,93,96.45
KJMCFIN,12.09,11.51,12.09,11.51,12.11
SUVEN,102.9,101.65,106.45,100.85,102.95
ARYAMAN,39.65,#N/A,#N/A,#N/A,39.65
BRIDGESE,4.15,#N/A,#N/A,#N/A,4.15
RAJTUBE,13.7,#N/A,#N/A,#N/A,13.7
INTSTOIL,10.15,10.15,10.15,10.15,10.25
GLOBALCA,1.65,1.65,1.65,1.65,1.58
SAINIK,20.6,20,20.65,19,20
SABOOBR,9.5,9.67,9.67,9.5,9.67
RICHUNV,5.6,#N/A,#N/A,#N/A,5.6
QUANTDIA,3.78,#N/A,#N/A,#N/A,3.78
SPCAPIT,17.75,#N/A,#N/A,#N/A,17.75
PAOS,11.02,#N/A,#N/A,#N/A,11.02
KOTHARIPRO,64.1,64.2,65.95,63.55,62.3
PICCADIL,13.21,12,13.8,11.61,11.87
CHAMANSEQ,91.5,87.7,93,85.45,87.25
CHANDRAP,34.15,34.1,34.15,34.1,32.6
KIMIABL,44.95,43.75,46,43.75,46.05
HINDTIN,67.2,71.7,72,67,70.55
GODAVARI,56.95,57.9,58.15,56,57.15
PREMCO,325,329.95,329.95,317.5,322.1
MUKESHB,117.05,125.9,125.9,117.05,119.95
GENUSPOWER,46.35,47.05,47.9,46,47.25
ASIANENE,104,103.2,106.5,102.2,103.2
KBSINDIA,4.26,4.26,4.26,4.26,4.48
SEAGOLD,12.5,#N/A,#N/A,#N/A,12.5
UGARSUGAR,23.85,22.4,25.9,22.1,21.95
ORIENTBELL,216,218,218,215.1,214.45
NRBBEARING,107.55,106,108.75,104.9,106
VAMSHIRU,18,18,18,18,18.05
NILA,4.4,4.45,4.45,4.24,4.34
DBSTOCKBRO,8.18,8.25,8.42,8.18,8.32
VINYOFL,29.4,29,29.4,28.9,28.1
JINDCAP,11.3,11.3,11.3,11.3,11.3
EPIC,3.15,#N/A,#N/A,#N/A,3.15
SUMEDHA,24,23.75,24.85,23.65,23.7
KUWERIN,6.57,6.9,7.24,6.57,6.9
CHOKSI,22.6,24.4,24.4,22.5,23.4
ASHISHPO,8.2,#N/A,#N/A,#N/A,8.2
ADORFO,38.5,37.8,38.9,37.5,37.8
SHIVAAGRO,33.95,34.35,34.65,33.5,34
SIDDHA,1.13,1.15,1.35,1.13,1.25
KIRANSY-B,4.6,#N/A,#N/A,#N/A,4.6
SUMERUIND,0.87,0.87,0.87,0.86,0.84
RUNGTAIR,18.7,18.7,18.7,18.7,19.65
CINERAD,1.83,#N/A,#N/A,#N/A,1.83
VALSONQ,18.17,17.77,18.65,17.23,17.77
SABOOSOD,6.26,6.25,6.47,6.25,6.36
GSLSEC,4.93,4.93,4.93,4.93,4.93
TINNARUBR,33.4,33.4,33.4,33.4,34.05
VIKRAMTH,194,195,199,192,195.25
STRATMONT,20.55,20.55,20.55,20.55,20.55
AKCAPIT,399.8,400.5,413,385,400.3
RELAXO,874.1,878,889.8,867.1,867.1
VIRAT,36.5,35,36.7,33.35,35
SHEETAL,2.79,2.79,2.79,2.79,2.84
TERAI,40.8,40.8,40.8,40.8,38.9
MANRAJH,15.85,#N/A,#N/A,#N/A,15.85
MARG,5.56,5.5,5.56,5.15,5.3
COSCO,104,106.8,108,103.25,103.4
SHILPAMED,427.5,428.15,440.2,425.25,434.7
PARACABLES,8.99,9.01,9.15,8.66,9.12
NCLRESE,0.53,0.57,0.57,0.53,0.55
EXPLICITFIN,1.78,#N/A,#N/A,#N/A,1.78
LADDERUP,13,14.28,14.28,12.62,13.98
UYFINCORP,3.35,3.45,3.45,3.35,3.38
EKAMLEA,3.88,#N/A,#N/A,#N/A,3.88
SWASTIKA,168.2,178.55,179,166.65,171.3
PRIMAPLA,92.55,90.25,94.4,87,91.25
TELECANOR,7.16,#N/A,#N/A,#N/A,7.16
JAGSONFI,1.18,#N/A,#N/A,#N/A,1.18
CARNATIN,3.9,3.9,3.9,3.9,3.79
STURDY,0.38,#N/A,#N/A,#N/A,0.38
GARGFUR,21.75,#N/A,#N/A,#N/A,21.75
SAMPRE,15.2,15.2,15.95,15.2,15.99
AAIL,17.1,17.7,17.7,17,17.1
VIPULORG,177.2,180.5,180.5,175.55,177.05
ECORECO,54.6,58,58,54.6,56.1
GOODLUCK,92.55,96.75,97,90.6,94.15
GOYALASS,4.4,4.36,4.41,4.34,4.34
ZENITHHE,7.25,7.25,7.25,7.25,7.39
PRESOFI,7.14,7.14,7.14,7.14,6.8
YORKEXP,14.05,#N/A,#N/A,#N/A,14.05
SUPREME,15.14,17,17,14.2,14.62
PITHP,11.85,#N/A,#N/A,#N/A,11.85
LYKISLTD,33,32.2,33.5,31.55,33.2
PRIMEPRO,9.49,9.7,9.7,9.41,9.4
ZENLABS,23.85,24.75,24.75,23,24.1
RAJRAYON,0.21,0.21,0.21,0.2,0.2
FLORATX,6.6,#N/A,#N/A,#N/A,6.6
GOWRALE,16,#N/A,#N/A,#N/A,16
JAGANLAM,30.3,30.7,36.6,29.45,30.7
AJEL,2.31,2.38,2.49,2.3,2.38
ALPSINDUS,1.49,1.56,1.56,1.46,1.49
ASITCFIN,81,77.6,81,77,80.95
NOVAPUB,30.35,#N/A,#N/A,#N/A,30.35
SUPERBAK,9.95,9.95,9.95,9.95,9.5
OVOBELE,33.35,33.35,33.35,33.35,31.8
INDOASIAF,3.55,#N/A,#N/A,#N/A,3.55
CORNE,3.9,3.9,3.9,3.8,3.97
STERTOOLS,189.05,192.8,194.95,184,193.05
DEVKI,1.99,#N/A,#N/A,#N/A,1.99
KLGCAP,9.41,8.94,9.41,8.94,9.41
INFRAIND,6.18,#N/A,#N/A,#N/A,6.18
DYNAMICP,6.58,5.97,6.58,5.97,6.28
TRANSASIA,4.72,#N/A,#N/A,#N/A,4.72
CEEJAY,79,79,85,77.5,78.1
SUNCITYSY,3.8,#N/A,#N/A,#N/A,3.8
SHGANEL,6.2,6.7,6.7,6.2,6.51
ANNAINFRA,7,#N/A,#N/A,#N/A,7
BHAGIL,161.05,164.7,166,161.05,166
OIVL,14.1,#N/A,#N/A,#N/A,14.1
BNRUDY,10.31,10.31,10.31,10.31,10.85
KRBL,184.55,184,189,182.75,184.15
REFNOL,37.75,38.5,39.25,35,35.75
SSPDL,15.4,15,15.46,15,14.73
DAIKAFFI,32.35,35.2,35.2,32.35,34
CILSEC,12.33,#N/A,#N/A,#N/A,12.26
CLIOINFO,1.21,1.25,1.25,1.21,1.23
SHRIBCL,6.8,#N/A,#N/A,#N/A,6.8
CUPID,219.2,224.05,224.1,217.9,221.15
SUNSHIEL,264.2,278.8,278.8,264.2,274.1
HIPOLIN,33.65,33.6,33.65,33.6,34.25
GDLLEAS,7.94,#N/A,#N/A,#N/A,7.94
CHEMBOND,209.65,210,214.05,207.65,206.65
CIFL,101.95,102.2,106.95,101.65,106.95
ABVL,10.98,10.98,10.98,10.98,10.46
SUCROSA,7.73,7.75,8.05,7.65,8.04
ALKA,0.34,0.34,0.34,0.34,0.33
NGIND,44.5,49.75,49.75,44,45.15
ASIAPAK,16.2,#N/A,#N/A,#N/A,16.2
SAINDUS,0,#N/A,#N/A,#N/A,50
SICAPIT,24.9,#N/A,#N/A,#N/A,24.9
ERPSOFT,47.2,#N/A,#N/A,#N/A,47.2
JRFOODS,3.1,3.3,3.3,3.1,3.15
RRSECUR,2.25,#N/A,#N/A,#N/A,2.25
REMSONSIND,161,155.35,165.45,155.35,160.15
RAMSONS,10.44,#N/A,#N/A,#N/A,10.44
EUROASIA,5.9,#N/A,#N/A,#N/A,5.9
STANPACK,2.51,#N/A,#N/A,#N/A,2.51
RAMINFO,31.75,31.9,31.9,31.7,31.25
SUNILAGR,35.75,#N/A,#N/A,#N/A,36
DIANATEA,16.55,16,16.95,16,16.3
VIKASECO,1.9,1.97,1.99,1.87,1.97
IOC,90.85,88.5,93.1,88.05,88.75
ALFAICA,28.25,28.25,28.3,28.25,29.7
SKCIL,37.35,34.05,37.4,34,35.7
INDIAHOME,39.5,40.25,40.25,39.5,39.8
JPTSEC,6.51,#N/A,#N/A,#N/A,6.51
ROOPAIND,11.65,11.65,11.65,11.65,11.65
SARTHAKGL,4.75,#N/A,#N/A,#N/A,4.75
UNIQUEO,12.68,12.68,12.68,12.68,13.32
BALAMINES,2610,2525,2664,2462.7,2532.7
SWRNASE,12.8,#N/A,#N/A,#N/A,12.8
ARISE,4.18,#N/A,#N/A,#N/A,4.18
VISAGAR,0.74,0.74,0.74,0.74,0.76
LIBORD,10.93,#N/A,#N/A,#N/A,10.93
REGAL,8.7,#N/A,#N/A,#N/A,8.7
JRELTD,7.58,#N/A,#N/A,#N/A,7.58
COMPEAU,138,136.1,140,136.1,140
ZDHJERK,6.75,6.15,6.75,6.15,6.46
NEELKAN,8.19,#N/A,#N/A,#N/A,8.19
VINTAGES,7.33,7.33,7.33,7.33,6.99
OSWALOR,3.04,#N/A,#N/A,#N/A,3.04
CONTILI,12.56,12.56,12.56,12.56,12.56
VIJSOLX,1911.2,1911.2,1911.2,1911.2,1873.75
SHRIKRISH,12.25,11.85,12.4,11.3,11.85
ALANKIT,14.2,13.6,14.25,13.6,14.15
NIHARINF,4.35,4.15,4.49,4.15,4.33
UNITDCR,10.17,10.64,11,10.05,10.64
OMINFRAL,20.7,21.1,21.2,20.65,20.8
RUBRAME,2.1,2.1,2.1,2.1,2.1
ISHANCH,58.2,63,63,57.05,60.05
GOTHIPL,19.95,20.95,20.95,19.95,20.95
BALUFORGE,220,220,220,218.2,220
CEENIK,5.82,5.82,5.82,5.82,6.12
PATELENG,12.23,12,12.34,12,12.23
VIRTUALS,2.31,2.31,2.31,2.31,2.31
MENAMANI,13.69,#N/A,#N/A,#N/A,13.69
INANI,16,17.8,17.8,16,17
GEMSI,1.32,1.29,1.34,1.29,1.28
MEDICAMEQ,495.65,508.95,511,490,502.55
ALICON,463.5,475,482,451,474.55
DILIGENT,8.65,8.65,8.65,8.65,8.3
EPSOMPRO,4,#N/A,#N/A,#N/A,4
ALFAVIO,38.4,38.5,38.5,38.4,38.35
ORGCOAT,6.28,6.28,6.28,6.28,6.28
CATVISION,6.68,6.68,6.7,6.1,6.39
ABMKNO,108,112,112.5,106.15,109.5
EMAMILTD,494.8,506,506,489,497.2
KEMISTAR,42.95,41.5,42.95,41.25,42.75
LADIAMO,0.36,#N/A,#N/A,#N/A,0.36
SKPSEC,40.2,#N/A,#N/A,#N/A,40.2
PRANAVSP,16.25,16.25,16.25,15.4,16.2
SYSCHEM,7.09,7,7.1,6.75,7.08
MEFCOMCAP,5.6,5.6,5.6,5.6,5.6
HEMANG,6.04,#N/A,#N/A,#N/A,6.04
ARMANFIN,554.1,577,580,550,577.55
TAVERNIER,7.3,#N/A,#N/A,#N/A,7.3
MIDINFRA,1.05,1.05,1.05,1.05,1.1
GAGANPO,1.76,1.93,1.94,1.76,1.85
DHANADACO,5.68,5.68,5.68,5.68,5.78
GLANCE,46.15,#N/A,#N/A,#N/A,46.15
SHILCTECH,203,200,214.55,198.15,206.95
BRANDREAL,44.1,42,44.1,42,42
KANSAFB,7.59,#N/A,#N/A,#N/A,7.59
NUCLEUS,535.95,536.2,543.5,532.75,536.1
COLINZ,12.35,12.35,12.35,12.35,11.77
WELLNESS,5.79,#N/A,#N/A,#N/A,5.79
NALINLEA,23.65,22.55,23.65,21.45,22.55
MANAPPURAM,149.3,147,153.55,145.2,147.15
RTSPOWR,44,44.1,44.5,43.95,44.25
COMFINTE,10.54,10.5,11,9.98,10.5
MAYURFL,4.5,#N/A,#N/A,#N/A,4.5
ANJANI,24.95,25.35,25.35,22.55,25.35
XTGLOBAL,22.2,22.4,22.4,21,22.1
DECOMIC,26.95,#N/A,#N/A,#N/A,26.95
RANDER,10.04,10.04,10.04,10.04,10.24
RASIELEC,4.02,4.15,4.26,4,4.2
VICTORYPP,100,103,103,100,100.9
CITIPOR,19,#N/A,#N/A,#N/A,19
DHRUVCA,1.95,#N/A,#N/A,#N/A,1.95
LINCPENQ,151.6,148,151.65,146,152.5
PRIMAIN,16.1,16.1,16.1,16.1,15.35
ANERI,8.47,#N/A,#N/A,#N/A,8.47
INDGELA,92,93.95,94,92,93.35
OPTIFIN,22.5,#N/A,#N/A,#N/A,22.5
PARAGONF,17.7,19,19,17.25,18.9
PRATIKSH,6.59,6.61,6.61,6.59,6.3
ESHAMEDIA,5.99,#N/A,#N/A,#N/A,5.99
SUNEDISON,52.35,52.35,52.35,52.35,51.35
PROGREXV,5,5,5,5,5
VSTTILLERS,1818.8,1813.6,1831.25,1813.6,1823.85
B2BSOFT,21.3,20.3,21.3,20.1,20.3
NIKKIGL,4.77,#N/A,#N/A,#N/A,4.77
RADHEDE,8.35,7.9,8.6,7.89,8.35
KINETRU,5.34,#N/A,#N/A,#N/A,5.34
ELIXIR,29.9,30.75,30.75,28.55,28.45
PANKAJPO,4.3,4.7,4.7,4.3,4.52
PGINDST,4.71,4.7,4.72,4.28,4.5
CINDRELL,3.04,3.04,3.04,3.04,3.04
NATPLASTI,36.9,37,38.9,36.9,37
LEADFIN,4.21,#N/A,#N/A,#N/A,4.21
NATFIT,37,39,39,36,38.35
ARTEFACT,31.9,31.05,32.5,31.05,31.6
AMITINT,2.62,2.62,2.62,2.62,2.62
HIGHSTREE,13,#N/A,#N/A,#N/A,13
NUTECGLOB,18.9,#N/A,#N/A,#N/A,18.9
DHPIND,376.35,391.4,394.5,368,378.15
RRIL,13,13.05,13.05,12.65,12.48
AVAILFC,17.54,17.54,17.54,17.54,16.71
INTCAPM,11.56,11.56,12.12,11.56,11.55
MARUTISE,1.55,#N/A,#N/A,#N/A,1.55
HAVISHA,0.79,0.76,0.79,0.76,0.77
JAYIND,4.76,4.95,4.95,4.76,4.72
CHARMS,1.7,#N/A,#N/A,#N/A,1.7
KRETTOSYS,6,6.12,6.12,5.8,6.1
VIKALPS,2.76,#N/A,#N/A,#N/A,2.76
ZYDUSWELL,2095,2147.35,2147.35,2087.05,2095.5
AUROCOK,4,4,4,4,4
JUMPNET,7.86,8.03,8.2,7.86,8.27
MILESTONE,11.3,#N/A,#N/A,#N/A,11.3
BERVINL,8.58,#N/A,#N/A,#N/A,8.58
GUJINV,3.41,#N/A,#N/A,#N/A,3.41
INDINFRA,3.54,3.54,3.54,3.54,3.54
CONCOR,587.95,556,605,542,557.55
EASTRED,58,57,61.4,57,60
