STOCK,CURR_PRICE,OPEN,HIGH,LOW,PREV_CLOSE
VETO,130,133.15,134.15,130,133.15
VGUARD,224.45,223.5,225.8,222,223.65
VHL,1727.8,1734.9,1755.05,1702,1724.6
VICEROY,2,2,2,1.9,2
VIDEOIND,3.95,4,4.05,3.9,3.9
VIDHIING,187.4,191.7,193.5,185.1,192.8
VIJIFIN,0.95,0.95,0.95,0.85,0.8
VIKASECO,1.95,1.95,2,1.85,2
VIKASMCORP,3.05,3,3.1,2.95,3.05
VIKASPROP,2.2,2.25,2.3,2.2,2.25
VIKASWSP,6.8,6.8,6.95,6.4,6.65
VIMTALABS,256,248.5,269,245.25,253.8
VINATIORGA,1694.95,1688,1749,1679.05,1689.35
VINDHYATEL,809.5,802,815,796,815.35
VINYLINDIA,127,127.6,132.95,126.5,129
VIPCLOTHNG,12.85,13.1,13.3,12.7,13.1
VIPIND,350,350,357.6,332.15,357.65
VIPULLTD,26.65,27.55,28,26.65,27.5
VISAKAIND,581.95,584.4,599,574.95,587
VISASTEEL,7.75,7.5,7.75,7.5,7.4
VISHAL,48.5,48.3,50.4,48.3,49.15
VISHNU,335,334,344,322.55,336.15
VISHWARAJ,115.4,114.75,120.25,110.95,113.5
VIVIDHA,0.7,0.7,0.75,0.65,0.7
VIVIMEDLAB,34,34,34,34,35.75
VLSFINANCE,86.35,88,89.1,85.95,89.1
VMART,2679,2704.2,2709.4,2642.65,2704.2
VOLTAMP,1085.7,1075,1095.95,1075,1083.95
VOLTAS,957.75,959.95,977.8,954.95,967.1
VRLLOG,217.5,218,222.55,213.45,219.5
VSSL,204.65,207,209,200.4,204.15
VSTIND,3230,3218,3238,3196.05,3201.3
VSTTILLERS,1817.1,1825,1835,1805.45,1825.85
VTL,1185,1155,1191.4,1150,1170.85
WABAG,248,250.1,258.2,247,252.95
WABCOINDIA,6800,6824.95,6984.85,6651,6787
WALCHANNAG,62.7,58.5,66.5,58.5,59.5
WANBURY,106,107.5,107.5,105,108
WATERBASE,106,106.9,108.35,105.5,107.4
WEALTH,122.85,121.4,122.85,115.2,117
WEBELSOLAR,39.65,39.05,41.2,39.05,40.25
WEIZMANIND,43,42.4,43.35,41.35,41.5
WELCORP,142.2,144.55,148,142,145.75
WELENT,102.45,104.6,104.8,102,104.7
WELINV,404.15,398.05,410.95,384.95,391.25
WELSPUNIND,79.5,81,81.75,79.05,81.95
WENDT,3225,3210,3250,3152,3228.75
WESTLIFE,437.7,432,438.75,431.5,435.5
WHEELS,445,458.5,458.5,444,455.35
WHIRLPOOL,2216,2173.95,2249.85,2153.3,2171.5
WILLAMAGOR,18.75,16.95,18.85,16.75,17.3
WINDMACHIN,29.8,30.85,30.85,29.45,30.4
WIPL,57,57,57,57,57
WIPRO,492.5,491.5,511.8,489.3,489.85
WOCKPHARMA,513.8,505.1,532.75,505,512.55
WONDERLA,177.8,177,180,176.2,176.4
WORTH,56.9,55.95,58,53.6,56.5
WSI,4.5,4.5,4.5,4.5,4.7
WSTCSTPAPR,204,203.1,210.4,201,206.35
XCHANGING,67.55,65,68.75,65,65.7
XELPMOC,285.4,280.15,288.6,280.15,283.1
XPROINDIA,128.95,128.95,128.95,128.95,135.7
YAARII,93.4,93.6,94.5,89.9,93.6
YESBANK,14.6,14.5,14.8,14.4,14.5
ZEEL,185,185.3,190.95,183.65,186.55
ZEELEARN,10.15,10,10.15,9.95,10.1
ZEEMEDIA,6.45,6.3,6.55,6.15,6.3
ZENITHEXPO,72.85,69,72.85,65.65,66.75
ZENITHSTL,0.95,0.95,0.95,0.95,0.9
ZENSARTECH,265.25,262,270.05,254.7,268.25
ZENTEC,74.7,74.15,76.55,74.15,75.5
ZODIACLOTH,91.5,90.4,93.5,89.85,90.5
ZODJRDMKJ,26.25,26.4,27.7,26.05,26.9
ZOTA,152,154,155.55,152,154
ZUARI,88.95,89.75,90.4,88.65,89.3
ZUARIGLOB,78.95,78.3,79.05,77.55,78.3
ZYDUSWELL,2098,2095,2117,2083.6,2096.2
